age_years,gender,ssc_percentage,hsc_percentage,degree_percentage,degree_specialization,technical_score,aptitude_score,communication_score,skills_match_percentage,certifications_count,internship_experience,years_of_experience,career_switch_willingness,relevant_experience,previous_ctc_lpa,expected_ctc_lpa,company_tier,job_role_match,competition_level,bond_requirement,notice_period_days,layoff_history,employment_gap_months,relocation_willingness,status
27,Female,72.497,71.236,67.251,Others,51.776,50.467,77.395,75.262,4,Yes,0,Willing,Relevant,6.867,6.602,Tier 2,Matched,Medium,Not Required,15,No,3,Willing,Not Placed
30,Female,67.272,78.011,83.855,Mechanical,68.451,68.246,53.278,79.132,1,Yes,1,Not Willing,Relevant,2.275,5.81,Tier 2,Matched,High,Not Required,0,Yes,0,Not Willing,Not Placed
29,Male,83.366,61.627,57.744,Others,45.311,64.003,59.892,86.333,1,Yes,5,Not Willing,Relevant,7.807,7.724,Tier 3,Matched,High,Not Required,0,No,0,Not Willing,Not Placed
32,Male,68.696,69.98,81.14,Information Technology,40.0,58.543,73.502,77.324,0,Yes,3,Not Willing,Not Relevant,5.781,6.15,Tier 1,Matched,Low,Not Required,0,Yes,6,Willing,Not Placed
27,Male,69.311,70.616,65.108,Others,67.002,77.891,49.322,88.564,3,No,0,Willing,Relevant,3.596,10.391,Tier 3,Matched,Low,Not Required,0,No,3,Not Willing,Not Placed
29,Male,57.078,69.711,76.95,Mechanical,59.043,52.091,88.421,57.375,1,Yes,2,Not Willing,Relevant,2.604,8.15,Tier 2,Matched,High,Not Required,15,No,0,Willing,Not Placed
28,Male,69.028,70.117,78.349,Electronics,64.544,64.984,88.488,63.254,0,No,0,Not Willing,Relevant,1.94,8.875,Tier 2,Not Matched,Low,Not Required,15,No,0,Willing,Not Placed
32,Male,83.933,79.695,69.163,Mechanical,49.388,66.349,45.0,68.824,4,Yes,1,Not Willing,Relevant,4.849,7.151,Tier 2,Matched,Medium,Not Required,15,No,0,Willing,Not Placed
22,Female,80.835,73.422,69.467,Computer Science,67.348,69.212,55.304,61.64,2,No,2,Willing,Relevant,4.065,11.348,Tier 2,Matched,Low,Not Required,0,No,0,Willing,Not Placed
21,Male,68.539,77.984,63.954,Electronics,76.512,71.206,62.848,92.223,0,No,2,Not Willing,Not Relevant,4.591,3.0,Tier 3,Matched,Low,Not Required,0,No,3,Willing,Placed
27,Female,69.265,74.976,77.92,Computer Science,75.595,67.932,48.247,73.743,1,Yes,1,Willing,Relevant,4.912,14.398,Tier 2,Matched,Medium,Not Required,0,No,6,Willing,Not Placed
27,Female,60.037,67.486,74.429,Information Technology,56.492,56.642,89.145,57.973,0,No,3,Willing,Not Relevant,4.252,7.036,Tier 2,Matched,High,Required,30,No,0,Willing,Not Placed
34,Female,72.789,63.175,71.871,Information Technology,52.054,70.589,58.595,62.603,1,No,0,Willing,Not Relevant,3.792,9.912,Tier 1,Matched,Medium,Not Required,30,No,3,Willing,Not Placed
28,Male,72.604,77.754,83.693,Information Technology,65.342,76.027,59.125,66.351,1,No,1,Not Willing,Relevant,1.668,7.905,Tier 3,Matched,Low,Not Required,0,No,12,Willing,Not Placed
25,Male,70.003,73.019,70.73,Information Technology,73.01,57.792,58.751,71.312,1,Yes,0,Not Willing,Relevant,8.314,11.526,Tier 1,Matched,Low,Not Required,60,No,0,Not Willing,Not Placed
23,Male,57.281,71.263,73.788,Mechanical,41.501,73.845,80.084,63.939,0,No,1,Willing,Relevant,2.245,7.681,Tier 3,Matched,Low,Not Required,15,No,0,Willing,Not Placed
32,Male,79.279,79.597,74.76,Mechanical,66.015,75.677,67.72,84.974,0,Yes,4,Not Willing,Relevant,7.158,3.461,Tier 3,Matched,Low,Required,0,Yes,3,Willing,Placed
28,Male,68.163,56.074,69.659,Electronics,61.395,73.492,65.891,54.038,1,Yes,3,Not Willing,Not Relevant,3.49,11.62,Tier 2,Matched,Low,Required,0,No,0,Willing,Not Placed
26,Male,79.831,74.852,67.762,Computer Science,72.578,61.677,71.694,60.422,1,No,2,Willing,Relevant,4.192,10.403,Tier 1,Matched,Low,Required,0,No,6,Willing,Not Placed
31,Female,71.631,68.418,66.234,Information Technology,49.497,59.086,70.732,80.729,1,No,0,Willing,Not Relevant,4.474,10.226,Tier 1,Matched,High,Required,20,No,6,Willing,Not Placed
23,Female,81.434,61.191,74.077,Electronics,83.606,64.695,78.092,84.656,2,Yes,0,Willing,Relevant,5.706,5.992,Tier 2,Not Matched,Low,Not Required,15,No,0,Willing,Placed
21,Female,75.193,68.828,81.309,Mechanical,67.046,81.037,58.481,80.201,4,No,5,Not Willing,Relevant,6.885,6.634,Tier 1,Matched,Medium,Not Required,15,No,18,Not Willing,Placed
23,Female,63.295,72.524,72.627,Mechanical,55.587,53.052,69.32,75.05,2,Yes,0,Not Willing,Relevant,4.572,12.293,Tier 1,Matched,Low,Not Required,15,No,3,Willing,Not Placed
25,Female,76.563,78.805,72.664,Mechanical,61.589,61.426,64.773,58.639,3,Yes,0,Willing,Relevant,6.474,5.892,Tier 3,Matched,High,Not Required,90,No,12,Willing,Not Placed
34,Male,78.139,65.424,69.324,Computer Science,61.749,60.298,61.021,70.805,1,No,0,Not Willing,Relevant,6.479,8.795,Tier 1,Matched,Low,Not Required,30,No,0,Willing,Not Placed
23,Male,71.682,62.802,82.887,Mechanical,85.687,61.647,50.109,92.451,2,No,1,Not Willing,Relevant,4.921,12.11,Tier 1,Not Matched,High,Required,0,No,0,Not Willing,Not Placed
21,Female,67.751,55.666,84.865,Mechanical,60.125,83.598,85.658,57.241,3,No,4,Willing,Relevant,5.786,14.142,Tier 2,Not Matched,Low,Not Required,30,No,3,Willing,Not Placed
25,Female,77.391,82.75,78.758,Electronics,60.241,58.25,70.47,71.98,0,No,0,Willing,Relevant,4.837,11.421,Tier 1,Matched,High,Not Required,30,No,12,Not Willing,Not Placed
30,Female,79.228,72.678,59.313,Computer Science,76.433,68.335,71.855,56.784,0,No,0,Not Willing,Relevant,3.722,5.462,Tier 1,Matched,Low,Not Required,90,No,3,Willing,Not Placed
27,Male,59.505,67.805,68.845,Computer Science,56.825,58.29,60.683,70.261,1,No,0,Willing,Relevant,1.0,10.374,Tier 1,Matched,Medium,Required,30,No,0,Not Willing,Not Placed
34,Male,71.079,66.454,72.573,Mechanical,59.462,69.664,74.79,70.19,0,Yes,0,Not Willing,Relevant,4.913,8.47,Tier 2,Not Matched,High,Not Required,90,No,0,Willing,Not Placed
27,Male,68.426,52.331,82.625,Others,81.142,49.604,76.779,73.653,0,Yes,2,Not Willing,Relevant,8.806,8.023,Tier 2,Matched,Low,Not Required,30,Yes,0,Not Willing,Placed
31,Male,85.167,58.742,72.678,Computer Science,73.638,70.976,69.145,70.204,5,No,0,Not Willing,Relevant,7.515,5.672,Tier 3,Not Matched,High,Not Required,0,No,0,Willing,Not Placed
29,Male,64.282,67.452,71.926,Computer Science,68.583,67.335,62.655,74.162,4,Yes,0,Willing,Relevant,4.397,4.467,Tier 1,Matched,Medium,Not Required,60,No,0,Willing,Placed
30,Male,74.442,84.438,73.461,Others,67.757,63.002,68.178,71.436,1,No,2,Not Willing,Not Relevant,3.232,7.512,Tier 1,Not Matched,Medium,Required,0,No,3,Willing,Not Placed
30,Male,75.541,57.412,78.871,Electronics,79.008,60.708,62.79,49.602,0,No,1,Willing,Not Relevant,3.267,12.767,Tier 3,Matched,Low,Not Required,0,No,0,Not Willing,Not Placed
32,Female,70.495,74.449,76.24,Electronics,63.163,75.534,87.616,85.774,1,No,5,Not Willing,Relevant,2.07,5.798,Tier 1,Matched,Medium,Required,0,No,0,Willing,Placed
33,Female,81.05,64.476,74.443,Mechanical,77.07,64.748,63.558,51.992,0,No,0,Not Willing,Relevant,2.332,10.586,Tier 2,Matched,High,Not Required,30,No,6,Willing,Not Placed
23,Male,69.243,66.029,59.585,Mechanical,56.696,54.37,66.622,88.226,0,No,1,Not Willing,Relevant,6.155,10.922,Tier 3,Matched,Medium,Required,15,No,3,Willing,Not Placed
27,Female,60.216,73.289,71.431,Computer Science,67.23,58.511,82.028,80.668,0,No,3,Not Willing,Relevant,1.0,7.577,Tier 1,Matched,Low,Not Required,0,No,6,Willing,Placed
21,Male,81.748,68.274,79.964,Information Technology,65.874,68.706,53.09,62.805,0,No,1,Not Willing,Relevant,6.567,9.589,Tier 3,Matched,Medium,Not Required,15,Yes,0,Not Willing,Not Placed
24,Female,66.427,75.314,77.3,Electronics,72.853,59.709,86.025,65.914,0,No,1,Not Willing,Relevant,7.507,6.311,Tier 1,Not Matched,Low,Required,0,Yes,0,Willing,Not Placed
33,Male,70.757,69.179,68.107,Others,69.23,58.268,65.267,74.328,0,No,1,Not Willing,Relevant,6.056,11.108,Tier 1,Matched,Medium,Not Required,20,No,0,Willing,Not Placed
24,Male,68.752,62.517,89.752,Others,58.429,55.495,65.935,57.957,0,Yes,0,Willing,Relevant,4.71,5.649,Tier 2,Matched,Medium,Not Required,0,No,18,Willing,Not Placed
34,Female,62.443,73.585,66.9,Others,87.402,59.849,65.602,56.304,1,No,1,Not Willing,Relevant,2.657,5.088,Tier 1,Matched,High,Not Required,15,Yes,0,Willing,Not Placed
25,Male,62.666,71.427,84.187,Computer Science,50.311,79.903,81.772,72.533,2,No,1,Not Willing,Relevant,2.009,12.806,Tier 2,Matched,Low,Not Required,0,No,0,Not Willing,Not Placed
27,Female,70.003,82.566,63.924,Computer Science,60.825,59.245,86.718,78.12,1,No,0,Not Willing,Relevant,1.0,3.0,Tier 2,Matched,Medium,Not Required,0,No,6,Willing,Not Placed
27,Male,74.152,67.975,83.038,Computer Science,41.509,55.221,61.35,79.405,1,No,3,Not Willing,Relevant,5.507,9.069,Tier 2,Matched,Medium,Not Required,30,No,0,Not Willing,Not Placed
33,Female,75.758,82.297,68.034,Electronics,59.876,63.802,68.192,77.542,1,Yes,4,Not Willing,Relevant,4.486,7.082,Tier 3,Matched,Low,Not Required,15,No,0,Willing,Not Placed
31,Male,71.988,76.9,77.089,Electronics,60.963,56.968,66.844,70.369,2,No,1,Not Willing,Not Relevant,2.743,8.457,Tier 3,Matched,Low,Not Required,30,No,12,Willing,Not Placed
33,Female,74.877,58.335,62.502,Electronics,49.741,56.308,65.877,61.763,0,No,2,Not Willing,Relevant,4.3,6.74,Tier 3,Matched,Low,Not Required,15,No,0,Willing,Not Placed
24,Male,68.951,60.575,71.224,Information Technology,72.307,73.645,68.484,87.975,5,No,2,Not Willing,Not Relevant,1.226,9.159,Tier 3,Not Matched,Medium,Not Required,30,No,0,Not Willing,Not Placed
33,Female,71.614,65.864,68.298,Information Technology,64.419,49.331,62.996,75.683,1,Yes,0,Not Willing,Relevant,4.515,10.14,Tier 2,Matched,Low,Not Required,30,No,3,Willing,Not Placed
27,Female,69.775,79.882,69.543,Mechanical,73.964,82.643,57.92,82.779,0,No,2,Not Willing,Not Relevant,3.227,3.936,Tier 2,Matched,Medium,Not Required,0,No,12,Willing,Placed
31,Female,69.425,73.123,72.805,Information Technology,55.706,81.607,45.184,69.401,2,No,3,Willing,Not Relevant,2.296,7.725,Tier 1,Not Matched,High,Required,15,Yes,0,Not Willing,Not Placed
23,Female,61.331,76.493,69.579,Electronics,55.92,65.098,91.88,57.85,5,No,2,Not Willing,Not Relevant,2.98,6.09,Tier 1,Not Matched,High,Not Required,30,No,6,Willing,Not Placed
26,Male,80.535,79.065,68.819,Mechanical,73.202,69.633,84.887,83.175,1,Yes,1,Willing,Relevant,2.366,8.226,Tier 1,Matched,Medium,Not Required,30,No,0,Willing,Placed
32,Female,67.685,80.828,77.086,Others,56.583,75.391,63.781,73.818,1,No,1,Not Willing,Relevant,3.625,9.864,Tier 3,Matched,Medium,Required,0,No,0,Willing,Not Placed
22,Male,66.294,90.667,64.21,Computer Science,65.169,71.229,72.832,86.087,0,No,1,Not Willing,Relevant,3.295,3.0,Tier 1,Matched,Medium,Not Required,15,No,0,Not Willing,Placed
30,Male,65.503,78.837,73.443,Mechanical,57.478,40.0,77.855,59.303,1,No,0,Not Willing,Relevant,2.069,9.724,Tier 3,Matched,Medium,Not Required,15,No,0,Willing,Not Placed
33,Male,70.003,72.061,74.073,Others,53.592,71.516,100.0,74.384,4,Yes,0,Willing,Not Relevant,3.801,4.29,Tier 1,Not Matched,Low,Required,0,No,0,Willing,Not Placed
34,Male,67.002,72.831,67.495,Information Technology,60.377,72.806,59.194,45.0,2,No,0,Not Willing,Not Relevant,1.0,9.814,Tier 1,Matched,Medium,Not Required,0,No,3,Not Willing,Not Placed
29,Male,71.569,72.129,71.017,Information Technology,67.418,54.938,97.61,80.692,1,Yes,2,Not Willing,Relevant,3.172,8.593,Tier 3,Not Matched,High,Not Required,15,No,3,Willing,Not Placed
25,Male,56.533,65.458,77.073,Information Technology,78.613,54.54,67.15,64.887,2,No,1,Willing,Not Relevant,4.598,15.71,Tier 2,Matched,Medium,Not Required,60,No,0,Not Willing,Not Placed
26,Male,63.117,68.166,76.926,Mechanical,80.832,62.796,62.751,54.987,3,No,2,Not Willing,Relevant,2.701,6.006,Tier 2,Matched,Medium,Not Required,15,No,0,Willing,Not Placed
32,Male,81.898,63.347,65.972,Others,40.0,67.502,75.452,69.407,2,Yes,0,Not Willing,Relevant,4.732,11.133,Tier 1,Matched,Medium,Required,0,Yes,12,Willing,Not Placed
32,Female,81.346,68.202,72.942,Electronics,73.648,45.026,55.806,89.409,2,Yes,1,Not Willing,Not Relevant,6.531,3.0,Tier 3,Matched,High,Not Required,30,No,0,Willing,Not Placed
32,Female,67.913,72.061,79.651,Electronics,64.441,61.149,71.058,66.61,1,No,0,Not Willing,Not Relevant,5.619,4.426,Tier 1,Matched,High,Not Required,15,No,3,Not Willing,Not Placed
32,Male,89.961,63.333,78.355,Others,72.272,47.46,57.614,65.516,1,No,2,Not Willing,Not Relevant,3.993,9.263,Tier 1,Matched,High,Not Required,90,No,6,Not Willing,Not Placed
24,Female,75.607,69.858,61.32,Computer Science,65.391,71.214,63.766,76.503,1,No,4,Not Willing,Not Relevant,1.419,7.683,Tier 1,Matched,Medium,Not Required,0,No,3,Willing,Not Placed
34,Female,81.776,71.127,83.791,Others,61.1,69.173,51.825,81.636,2,Yes,2,Not Willing,Not Relevant,2.724,3.817,Tier 3,Matched,Medium,Not Required,30,No,3,Not Willing,Not Placed
34,Male,70.731,64.884,69.831,Information Technology,57.263,63.746,54.571,80.184,4,Yes,2,Not Willing,Relevant,7.025,8.492,Tier 1,Not Matched,High,Not Required,60,Yes,3,Willing,Not Placed
31,Female,67.997,68.163,79.44,Others,58.406,76.208,66.309,68.034,0,No,2,Not Willing,Relevant,9.179,4.584,Tier 3,Matched,Low,Required,0,No,0,Willing,Not Placed
30,Female,77.621,94.274,78.784,Electronics,74.072,60.45,52.236,77.449,3,No,2,Not Willing,Relevant,6.107,4.409,Tier 2,Matched,Low,Not Required,30,No,0,Willing,Placed
27,Female,78.942,69.878,87.931,Electronics,58.547,67.281,61.682,57.657,0,Yes,3,Not Willing,Not Relevant,3.21,12.479,Tier 2,Matched,Low,Not Required,60,No,12,Willing,Not Placed
32,Male,67.825,87.948,76.999,Mechanical,83.297,71.908,73.626,67.827,0,No,3,Willing,Relevant,7.476,5.482,Tier 2,Not Matched,High,Not Required,30,No,3,Willing,Placed
29,Male,73.525,74.346,76.195,Information Technology,58.273,63.958,58.587,57.247,3,No,1,Not Willing,Relevant,7.283,8.783,Tier 3,Matched,Medium,Required,30,No,6,Not Willing,Not Placed
27,Female,50.0,80.11,80.346,Information Technology,60.007,53.206,67.073,67.382,3,No,0,Not Willing,Relevant,5.78,8.217,Tier 1,Matched,Low,Not Required,0,No,18,Not Willing,Not Placed
34,Male,64.799,75.476,67.017,Computer Science,49.497,53.602,59.223,84.432,4,No,0,Willing,Relevant,5.846,3.0,Tier 3,Not Matched,Low,Not Required,30,No,0,Willing,Not Placed
21,Male,81.421,69.47,79.431,Others,73.006,62.148,84.39,92.938,0,No,0,Not Willing,Relevant,6.811,6.175,Tier 1,Matched,High,Required,60,No,0,Willing,Placed
21,Female,65.721,69.205,73.068,Mechanical,61.952,53.019,65.161,63.303,0,Yes,1,Willing,Relevant,6.792,8.701,Tier 2,Matched,High,Not Required,30,No,0,Willing,Not Placed
29,Female,69.575,79.761,78.532,Others,80.685,64.712,52.104,63.759,1,Yes,0,Not Willing,Relevant,1.0,10.842,Tier 2,Matched,Low,Not Required,15,No,0,Not Willing,Not Placed
31,Female,69.013,76.54,65.085,Others,48.345,68.778,45.0,82.061,1,Yes,2,Not Willing,Not Relevant,3.976,8.629,Tier 2,Not Matched,Medium,Required,30,No,0,Not Willing,Not Placed
34,Female,61.242,66.932,61.256,Information Technology,52.245,56.557,62.226,80.127,2,No,3,Not Willing,Relevant,7.233,11.747,Tier 3,Matched,Low,Not Required,0,No,3,Not Willing,Not Placed
29,Male,69.291,71.126,84.681,Information Technology,88.401,68.774,61.278,99.188,1,Yes,2,Willing,Relevant,8.606,10.572,Tier 3,Matched,High,Required,30,No,6,Willing,Placed
24,Male,68.332,66.664,78.522,Information Technology,68.262,66.097,52.473,74.894,2,No,0,Not Willing,Relevant,5.273,11.497,Tier 3,Matched,Low,Not Required,30,No,0,Not Willing,Not Placed
33,Male,62.673,89.463,89.221,Electronics,81.236,64.44,59.336,73.187,1,Yes,2,Not Willing,Relevant,8.276,9.18,Tier 2,Matched,Low,Not Required,0,No,0,Willing,Placed
29,Male,68.846,66.543,67.017,Mechanical,77.673,64.032,53.514,88.828,1,Yes,2,Not Willing,Relevant,3.969,7.741,Tier 3,Matched,Low,Not Required,90,Yes,0,Willing,Placed
23,Male,60.586,65.284,75.762,Others,62.425,63.402,59.718,85.624,0,Yes,0,Not Willing,Relevant,1.0,6.73,Tier 2,Not Matched,Low,Not Required,30,No,0,Willing,Not Placed
27,Male,69.609,61.422,74.085,Electronics,51.756,69.315,73.473,64.959,4,Yes,2,Willing,Relevant,6.27,7.866,Tier 1,Matched,Medium,Not Required,0,No,12,Not Willing,Not Placed
26,Male,69.409,75.0,71.024,Computer Science,68.645,59.9,75.174,94.738,4,Yes,2,Willing,Not Relevant,6.979,3.0,Tier 2,Not Matched,Medium,Not Required,0,No,6,Willing,Placed
28,Male,85.782,71.241,72.785,Others,77.388,65.56,56.287,84.93,1,Yes,3,Not Willing,Relevant,2.953,3.0,Tier 1,Matched,Medium,Not Required,0,No,0,Willing,Placed
31,Male,63.599,70.665,72.334,Information Technology,49.416,73.801,79.082,76.541,1,No,1,Not Willing,Not Relevant,5.628,12.608,Tier 2,Matched,Low,Not Required,30,No,6,Willing,Not Placed
29,Female,76.492,69.015,72.997,Electronics,56.733,56.802,70.975,78.428,1,Yes,3,Not Willing,Not Relevant,4.123,12.705,Tier 2,Not Matched,Low,Not Required,0,No,0,Not Willing,Not Placed
34,Male,58.436,78.003,68.754,Mechanical,53.47,75.078,62.26,61.762,2,No,3,Not Willing,Relevant,5.258,5.777,Tier 2,Matched,Medium,Not Required,15,No,6,Willing,Not Placed
25,Male,89.702,84.613,74.583,Information Technology,74.158,70.659,65.051,63.536,1,No,2,Not Willing,Not Relevant,4.017,9.32,Tier 2,Not Matched,Medium,Not Required,90,No,12,Willing,Not Placed
21,Male,73.171,84.454,67.608,Others,63.878,80.156,75.324,67.468,0,Yes,0,Not Willing,Relevant,4.8,8.344,Tier 1,Matched,Medium,Not Required,30,No,12,Willing,Not Placed
23,Female,71.915,73.168,75.47,Computer Science,52.282,53.918,57.5,62.792,2,Yes,0,Not Willing,Relevant,8.382,4.205,Tier 1,Matched,Medium,Not Required,15,No,6,Willing,Not Placed
30,Female,74.899,86.573,67.978,Information Technology,76.142,73.957,63.749,83.641,1,Yes,3,Willing,Relevant,1.536,8.64,Tier 2,Matched,Low,Required,60,No,0,Willing,Placed
32,Male,70.517,66.642,84.322,Electronics,78.665,69.966,67.934,66.314,1,No,1,Not Willing,Relevant,7.549,9.762,Tier 2,Matched,High,Not Required,15,No,0,Willing,Not Placed
28,Male,66.69,89.865,67.177,Mechanical,55.335,58.164,72.269,95.132,0,Yes,0,Not Willing,Relevant,2.638,9.62,Tier 3,Matched,Medium,Not Required,0,Yes,0,Willing,Not Placed
31,Female,62.503,75.833,80.257,Electronics,86.971,65.741,63.146,59.788,5,No,1,Not Willing,Relevant,6.365,8.893,Tier 1,Matched,Low,Not Required,30,No,0,Not Willing,Not Placed
26,Male,71.621,84.777,77.948,Electronics,60.117,63.247,62.336,76.029,4,No,0,Willing,Not Relevant,1.0,7.322,Tier 3,Matched,Low,Required,30,No,0,Not Willing,Not Placed
28,Female,80.028,71.828,73.971,Electronics,84.772,70.528,68.499,86.778,0,No,1,Not Willing,Relevant,4.617,9.678,Tier 3,Not Matched,Low,Not Required,15,Yes,0,Not Willing,Not Placed
29,Male,55.065,80.054,74.483,Computer Science,47.974,56.776,55.154,77.925,1,Yes,1,Willing,Relevant,3.658,4.411,Tier 2,Matched,Low,Required,15,No,12,Not Willing,Not Placed
24,Female,87.709,55.246,78.703,Others,68.265,64.341,51.737,58.1,0,No,0,Not Willing,Relevant,8.103,5.716,Tier 3,Matched,Low,Not Required,0,No,3,Willing,Not Placed
21,Female,63.105,83.999,74.76,Computer Science,78.277,66.889,60.998,87.255,5,No,3,Willing,Relevant,6.431,13.724,Tier 2,Not Matched,Medium,Not Required,0,No,0,Willing,Not Placed
34,Male,72.473,66.511,85.422,Electronics,72.718,65.549,72.252,58.803,3,Yes,0,Not Willing,Relevant,4.868,10.589,Tier 1,Matched,Low,Not Required,0,No,3,Willing,Not Placed
21,Female,64.21,77.831,69.165,Information Technology,60.332,78.576,63.059,76.63,3,No,0,Willing,Relevant,5.053,8.719,Tier 2,Matched,Low,Required,90,No,0,Willing,Not Placed
30,Female,69.537,70.269,70.544,Electronics,65.184,62.433,67.139,75.517,2,No,0,Not Willing,Not Relevant,8.513,3.774,Tier 3,Matched,Low,Not Required,0,No,0,Willing,Not Placed
24,Female,72.618,84.216,64.946,Computer Science,67.626,59.298,58.803,68.461,3,Yes,1,Not Willing,Not Relevant,5.538,4.205,Tier 1,Matched,High,Not Required,15,Yes,0,Not Willing,Not Placed
32,Male,68.577,74.999,78.3,Computer Science,86.447,40.0,74.754,55.6,1,No,5,Not Willing,Not Relevant,10.909,11.126,Tier 2,Not Matched,Medium,Not Required,0,No,0,Willing,Placed
34,Male,71.427,71.271,73.252,Information Technology,72.196,66.521,65.264,64.447,3,Yes,0,Not Willing,Relevant,5.468,9.0,Tier 1,Matched,Medium,Not Required,90,No,0,Willing,Not Placed
27,Female,70.88,68.526,78.519,Computer Science,49.539,50.407,69.021,63.088,1,Yes,0,Not Willing,Relevant,8.74,9.938,Tier 2,Matched,Low,Not Required,30,No,0,Not Willing,Not Placed
22,Female,74.506,72.061,75.413,Mechanical,73.277,62.915,70.775,68.6,2,Yes,2,Not Willing,Not Relevant,8.184,9.376,Tier 2,Matched,Medium,Not Required,0,No,3,Willing,Placed
23,Male,73.963,64.698,76.477,Mechanical,75.023,51.698,60.448,75.415,1,No,0,Not Willing,Relevant,7.14,7.244,Tier 2,Matched,Low,Not Required,60,Yes,0,Willing,Not Placed
21,Male,52.657,85.933,78.696,Others,68.567,70.541,53.464,62.612,4,Yes,0,Willing,Not Relevant,5.353,11.748,Tier 3,Matched,High,Not Required,30,No,3,Willing,Not Placed
25,Male,67.327,73.301,74.434,Computer Science,40.0,66.131,64.174,82.65,1,Yes,0,Willing,Relevant,8.818,10.278,Tier 2,Matched,Medium,Not Required,30,No,3,Willing,Not Placed
21,Female,80.709,62.753,78.574,Computer Science,78.222,71.882,67.483,90.732,0,Yes,4,Not Willing,Relevant,5.698,10.8,Tier 2,Matched,Medium,Not Required,15,Yes,0,Not Willing,Placed
28,Male,76.758,58.058,68.654,Computer Science,65.315,69.688,59.532,48.395,1,Yes,0,Not Willing,Not Relevant,7.336,9.569,Tier 2,Matched,Low,Not Required,20,Yes,3,Not Willing,Not Placed
